"GroupDomain","GroupGuid","EmailAddresses"
"compudata.com","a0f67f4d-ef00-48dd-831e-24b72cae1f45","SPO:SPO_d08aaae6-b6a9-4179-91ee-6671d2aed6b9@SPO_c2466ba7-7890-4b1f-89ab-d78ec19a3278"
"compudata.com","a0f67f4d-ef00-48dd-831e-24b72cae1f45","SMTP:AmericanLube-SageCloudMigration@Compudata0365.onmicrosoft.com"
"compudata.com","b3017d1b-b62c-4378-b97a-cd64b5179c95","SPO:SPO_87e84c64-b43d-4024-b524-c805eb2b5d93@SPO_c2466ba7-7890-4b1f-89ab-d78ec19a3278"
"compudata.com","b3017d1b-b62c-4378-b97a-cd64b5179c95","SMTP:AmericanLubrication-CloudMigration@Compudata0365.onmicrosoft.com"
"compudata.com","b4a3bb5f-9cb5-4365-bfa0-66a5c1446dcd","SPO:SPO_50f40465-6ebb-48c8-8b51-fd85283f3f6d@SPO_c2466ba7-7890-4b1f-89ab-d78ec19a3278"
"compudata.com","b4a3bb5f-9cb5-4365-bfa0-66a5c1446dcd","SMTP:AnnieInternationalCitrixCloudRemaining@Compudata0365.onmicrosoft.com"
"compudata.com","fb193c51-687b-4a25-927b-bdf49a7e2009","SPO:SPO_7c6b1727-b717-4f33-a9de-c47c201eb8cf@SPO_c2466ba7-7890-4b1f-89ab-d78ec19a3278"
"compudata.com","fb193c51-687b-4a25-927b-bdf49a7e2009","SMTP:ApplicationsTeam@Compudata0365.onmicrosoft.com"
"compudata.com","198ceea7-79fb-4b31-a20f-c3620a0fa530","SPO:SPO_b67c64b5-5aff-4076-8cad-683fc6ba29ef@SPO_c2466ba7-7890-4b1f-89ab-d78ec19a3278"
"compudata.com","198ceea7-79fb-4b31-a20f-c3620a0fa530","SMTP:avanan_inline_incoming@Compudata0365.onmicrosoft.com"
"compudata.com","ebd9d5b7-cdb7-4f7f-a588-d5bd2bc32ee4","SPO:SPO_5332f227-dc99-45ce-9200-4e679114ea63@SPO_c2466ba7-7890-4b1f-89ab-d78ec19a3278"
"compudata.com","ebd9d5b7-cdb7-4f7f-a588-d5bd2bc32ee4","SMTP:avanan_inline_outgoing@Compudata0365.onmicrosoft.com"
"compudata.com","1fd00cd1-f7c8-4848-b658-72dbd0153a56","SPO:SPO_ee842b6e-93d4-4033-bd1a-f6addf33e283@SPO_c2466ba7-7890-4b1f-89ab-d78ec19a3278"
"compudata.com","1fd00cd1-f7c8-4848-b658-72dbd0153a56","SMTP:BarcelonaNut-CloudMigration@Compudata0365.onmicrosoft.com"
"compudata.com","0812c26f-583b-431b-b0b0-300f4acdf466","SPO:SPO_f3b69545-8fda-4aff-a95e-98500fb6ba1e@SPO_c2466ba7-7890-4b1f-89ab-d78ec19a3278"
"compudata.com","0812c26f-583b-431b-b0b0-300f4acdf466","SMTP:BDRMarketingUpdates@Compudata0365.onmicrosoft.com"
"compudata.com","d03902c6-160c-420d-8aeb-843fc3e452b9","SPO:SPO_c3ca51cf-b836-4d0b-9285-ed4a40bb5c16@SPO_c2466ba7-7890-4b1f-89ab-d78ec19a3278"
"compudata.com","d03902c6-160c-420d-8aeb-843fc3e452b9","SMTP:CadyBagJuniper@Compudata0365.onmicrosoft.com"
"compudata.com","cbe18900-f25e-41ee-ba3f-647370ca4deb","SPO:SPO_591193a4-4852-451c-9a2a-69151081acfe@SPO_c2466ba7-7890-4b1f-89ab-d78ec19a3278"
"compudata.com","cbe18900-f25e-41ee-ba3f-647370ca4deb","SMTP:Test@Compudata0365.onmicrosoft.com"
"compudata.com","92fc1f18-b9e8-4d1f-8b41-7b8094470109","SPO:SPO_b09297a7-20c0-4170-9b28-1b2cabb320a6@SPO_c2466ba7-7890-4b1f-89ab-d78ec19a3278"
"compudata.com","92fc1f18-b9e8-4d1f-8b41-7b8094470109","SMTP:CBIZCDIIntegrationPlanner@Compudata0365.onmicrosoft.com"
"compudata.com","b091fc0d-5db1-4093-a09c-58bf3b0dc3c0","SPO:SPO_8e7beeaa-fd50-43d9-8279-472546657319@SPO_c2466ba7-7890-4b1f-89ab-d78ec19a3278"
"compudata.com","b091fc0d-5db1-4093-a09c-58bf3b0dc3c0","SMTP:CBizReferrals@Compudata0365.onmicrosoft.com"
"compudata.com","cc94c270-1258-4445-b7fa-d46718b421b0","SPO:SPO_24f8b789-92a2-4144-988c-ac9ab0a83aad@SPO_c2466ba7-7890-4b1f-89ab-d78ec19a3278"
"compudata.com","cc94c270-1258-4445-b7fa-d46718b421b0","SMTP:CenterValleyPoolServerSync@Compudata0365.onmicrosoft.com"
"compudata.com","54794666-4dcb-4f50-bc4c-e7e0e26cc244","SPO:SPO_50edafff-3b75-4574-9444-472af939c501@SPO_c2466ba7-7890-4b1f-89ab-d78ec19a3278"
"compudata.com","54794666-4dcb-4f50-bc4c-e7e0e26cc244","SMTP:CertMasters@Compudata0365.onmicrosoft.com"
"compudata.com","b8a7cbe4-af6b-4956-b61b-faa8676bc8d7","SPO:SPO_73e7cde7-7041-461c-a8b0-ea5ba8f9d94f@SPO_c2466ba7-7890-4b1f-89ab-d78ec19a3278"
"compudata.com","b8a7cbe4-af6b-4956-b61b-faa8676bc8d7","SMTP:ClientProjects@Compudata0365.onmicrosoft.com"
"compudata.com","eb748f16-8a8d-4a22-9b03-17f12fce335b","SPO:SPO_59e11921-7ef4-40db-803a-ed4451d66442@SPO_c2466ba7-7890-4b1f-89ab-d78ec19a3278"
"compudata.com","eb748f16-8a8d-4a22-9b03-17f12fce335b","SMTP:CompuDataSales@Compudata0365.onmicrosoft.com"
"compudata.com","a172686c-2278-4bcf-8505-94d60180ba83","SPO:SPO_d8356993-25d0-4100-9491-a78b2b9ace6f@SPO_c2466ba7-7890-4b1f-89ab-d78ec19a3278"
"compudata.com","a172686c-2278-4bcf-8505-94d60180ba83","SMTP:CompuDataVoIPUpgradeTeam@Compudata0365.onmicrosoft.com"
"compudata.com","08bb3881-d7c4-48d9-94ef-38f789a0d6c4","SPO:SPO_cc937b24-078a-4835-9ebf-2fc033794e81@SPO_c2466ba7-7890-4b1f-89ab-d78ec19a3278"
"compudata.com","08bb3881-d7c4-48d9-94ef-38f789a0d6c4","SMTP:Comstar-SageCloud@Compudata0365.onmicrosoft.com"
"compudata.com","91193347-0a8a-4c34-993b-012de3409b97","SPO:SPO_efff23e2-7265-492e-823c-fbb934242703@SPO_c2466ba7-7890-4b1f-89ab-d78ec19a3278"
"compudata.com","91193347-0a8a-4c34-993b-012de3409b97","SMTP:ConditionalAccessAudit@Compudata0365.onmicrosoft.com"
"compudata.com","84648335-52c5-4f77-9e6b-50d2914b6056","SPO:SPO_81a20211-2421-4fa5-a77a-27930d7517fe@SPO_c2466ba7-7890-4b1f-89ab-d78ec19a3278"
"compudata.com","84648335-52c5-4f77-9e6b-50d2914b6056","SMTP:COSA-ManagedServicesOnboarding@Compudata0365.onmicrosoft.com"
"compudata.com","673f4230-7f8d-4150-95db-c06718e5fe99","SPO:SPO_3f5abe4b-ed0f-4c08-8a22-396293cb6eef@SPO_c2466ba7-7890-4b1f-89ab-d78ec19a3278"
"compudata.com","673f4230-7f8d-4150-95db-c06718e5fe99","SMTP:CRM@Compudata0365.onmicrosoft.com"
"compudata.com","462c677d-2145-4f2c-98e7-2a6df7e12cf7","smtp:AccountManagement@Compudata0365.onmicrosoft.com"
"compudata.com","462c677d-2145-4f2c-98e7-2a6df7e12cf7","SMTP:AccountManagement@compudata.com"
"compudata.com","462c677d-2145-4f2c-98e7-2a6df7e12cf7","SPO:SPO_6c16fede-6a04-48d6-b878-ba3cba5c3f1d@SPO_c2466ba7-7890-4b1f-89ab-d78ec19a3278"
"compudata.com","638dcf49-e6bd-47b7-a94f-2ff3b594205f","SPO:SPO_65687054-27c4-4e2c-a9e1-639d5d7bc9ae@SPO_c2466ba7-7890-4b1f-89ab-d78ec19a3278"
"compudata.com","638dcf49-e6bd-47b7-a94f-2ff3b594205f","SMTP:DailyTasks@Compudata0365.onmicrosoft.com"
"compudata.com","c2c8818f-bdff-4845-9ae6-d8674369812a","SPO:SPO_66cd2cef-6d54-46bd-9a12-164e8ad06336@SPO_c2466ba7-7890-4b1f-89ab-d78ec19a3278"
"compudata.com","c2c8818f-bdff-4845-9ae6-d8674369812a","SMTP:DemoPlan@Compudata0365.onmicrosoft.com"
"compudata.com","8a1062de-9991-486e-8400-d9789ab6c442","SPO:SPO_a5e735d3-d36d-48bf-b068-f811baebf9f3@SPO_c2466ba7-7890-4b1f-89ab-d78ec19a3278"
"compudata.com","8a1062de-9991-486e-8400-d9789ab6c442","SMTP:DeptLeaders@Compudata0365.onmicrosoft.com"
"compudata.com","dc6c9c39-02c1-4e88-b54b-8d4f90efc779","SPO:SPO_542a20c1-8719-4cc2-8a9c-9889b0558647@SPO_c2466ba7-7890-4b1f-89ab-d78ec19a3278"
"compudata.com","dc6c9c39-02c1-4e88-b54b-8d4f90efc779","SMTP:DocumentationCommittee@Compudata0365.onmicrosoft.com"
"compudata.com","0485798a-7aa2-48c2-8004-44e17035a493","SPO:SPO_67fb09df-c774-44e8-ba1b-8e20c4a958dc@SPO_c2466ba7-7890-4b1f-89ab-d78ec19a3278"
"compudata.com","0485798a-7aa2-48c2-8004-44e17035a493","SMTP:EastJordanPlastics@Compudata0365.onmicrosoft.com"
"compudata.com","e51686e2-3e62-41b5-aceb-6457c67a3475","SPO:SPO_b91da3bf-0d28-483e-8f11-b7be12dade5b@SPO_c2466ba7-7890-4b1f-89ab-d78ec19a3278"
"compudata.com","e51686e2-3e62-41b5-aceb-6457c67a3475","SMTP:EastJordanPlastics-CitrixCloud@Compudata0365.onmicrosoft.com"
"compudata.com","b129897e-3f2b-46c4-a6eb-ca26604c64f3","SPO:SPO_e407b8e3-0022-4235-97e1-f54c97453367@SPO_c2466ba7-7890-4b1f-89ab-d78ec19a3278"
"compudata.com","b129897e-3f2b-46c4-a6eb-ca26604c64f3","SMTP:EastJordanPlastics-MerakiFW@Compudata0365.onmicrosoft.com"
"compudata.com","b84ff447-8669-4556-81e4-496ea9619ca2","SPO:SPO_5f625c79-f666-4803-8862-7f6625cec550@SPO_c2466ba7-7890-4b1f-89ab-d78ec19a3278"
"compudata.com","b84ff447-8669-4556-81e4-496ea9619ca2","SMTP:EastJordanPlastics-NewServerProject@Compudata0365.onmicrosoft.com"
"compudata.com","0fb8ab22-f0dc-4336-9b7b-3f7fdbe2ffc2","SPO:SPO_91bdf141-3f2f-4a60-a0e4-8d0057f9c3fe@SPO_c2466ba7-7890-4b1f-89ab-d78ec19a3278"
"compudata.com","0fb8ab22-f0dc-4336-9b7b-3f7fdbe2ffc2","SMTP:EasterControls-ManagedServices@Compudata0365.onmicrosoft.com"
"compudata.com","f1ebffc5-8ea7-46af-a47a-44fe822edbab","SPO:SPO_bfe1f1aa-5a42-46b0-9445-f11ff7c889dd@SPO_c2466ba7-7890-4b1f-89ab-d78ec19a3278"
"compudata.com","f1ebffc5-8ea7-46af-a47a-44fe822edbab","SMTP:ECI-Intune@Compudata0365.onmicrosoft.com"
"compudata.com","3a05e9e5-e025-4ecb-8ec7-5171da8d00b1","SPO:SPO_39f287f1-bccf-4e41-a584-43ac9407140c@SPO_c2466ba7-7890-4b1f-89ab-d78ec19a3278"
"compudata.com","3a05e9e5-e025-4ecb-8ec7-5171da8d00b1","SMTP:ECI-ServersandCitrixCloud@Compudata0365.onmicrosoft.com"
"compudata.com","fb17f22d-99e8-4b5d-a480-98631e7e553b","SPO:SPO_ec56e240-08dd-4075-9423-ade855ad39d6@SPO_c2466ba7-7890-4b1f-89ab-d78ec19a3278"
"compudata.com","fb17f22d-99e8-4b5d-a480-98631e7e553b","SMTP:Epicor@Compudata0365.onmicrosoft.com"
"compudata.com","24c36b30-5243-42a7-ad40-ba5991221ebc","SPO:SPO_eab7bb6d-80e8-48fb-8424-7046dfb60921@SPO_c2466ba7-7890-4b1f-89ab-d78ec19a3278"
"compudata.com","24c36b30-5243-42a7-ad40-ba5991221ebc","SMTP:EpicorTeam6143@Compudata0365.onmicrosoft.com"
"compudata.com","9964c3fc-dbe9-4b6a-ae9c-a174812052a8","SPO:SPO_6547e2c0-a42e-4320-b3b2-6e2cdf3398db@SPO_c2466ba7-7890-4b1f-89ab-d78ec19a3278"
"compudata.com","9964c3fc-dbe9-4b6a-ae9c-a174812052a8","SMTP:EvapcoCloudUpgrade@Compudata0365.onmicrosoft.com"
"compudata.com","68c02307-9823-4ebc-a10a-44806ec7e38a","SPO:SPO_7f4cf615-7339-49f3-8330-4d34c4ccc990@SPO_c2466ba7-7890-4b1f-89ab-d78ec19a3278"
"compudata.com","68c02307-9823-4ebc-a10a-44806ec7e38a","SMTP:ExecTeam@Compudata0365.onmicrosoft.com"
"compudata.com","a9bc4a30-78f9-4f07-9454-c94581a83cba","SPO:SPO_5c548fac-f58f-4bf5-b86c-4b5788ef9c10@SPO_c2466ba7-7890-4b1f-89ab-d78ec19a3278"
"compudata.com","a9bc4a30-78f9-4f07-9454-c94581a83cba","SMTP:ExternalProjects@Compudata0365.onmicrosoft.com"
"compudata.com","02a4141f-ff95-441e-926c-337c4020f520","SPO:SPO_6c5f124e-0a35-4b84-8eae-6fe085440cd5@SPO_c2466ba7-7890-4b1f-89ab-d78ec19a3278"
"compudata.com","02a4141f-ff95-441e-926c-337c4020f520","SMTP:ExudeInc.-OnboardingProject@Compudata0365.onmicrosoft.com"
"compudata.com","e06b8bb9-17fe-4315-b4cf-136a4b7bae2c","SPO:SPO_505ae129-abc7-4587-8076-5a893cc5f28e@SPO_c2466ba7-7890-4b1f-89ab-d78ec19a3278"
"compudata.com","e06b8bb9-17fe-4315-b4cf-136a4b7bae2c","SMTP:ExudeManagedServicesKnowBe4@Compudata0365.onmicrosoft.com"
"compudata.com","b88a0285-97f7-4abe-977f-87e46350816a","SPO:SPO_54e3ddeb-5405-4e0f-933f-5efa5420bdbf@SPO_c2466ba7-7890-4b1f-89ab-d78ec19a3278"
"compudata.com","b88a0285-97f7-4abe-977f-87e46350816a","SMTP:FPWollCloudandSageUpgrade@Compudata0365.onmicrosoft.com"
"compudata.com","9b7459f3-7bd4-4fc9-8129-1768c3d8a1fe","SPO:SPO_935de7c2-8dbf-4a72-b449-87c6acfcd3df@SPO_c2466ba7-7890-4b1f-89ab-d78ec19a3278"
"compudata.com","9b7459f3-7bd4-4fc9-8129-1768c3d8a1fe","SMTP:Accounting0471@Compudata0365.onmicrosoft.com"
"compudata.com","9dce34dc-bf1d-494b-8ea1-9559001dbf2e","SPO:SPO_ffc4b6fd-9f8a-4df1-a106-e2fa84846817@SPO_c2466ba7-7890-4b1f-89ab-d78ec19a3278"
"compudata.com","9dce34dc-bf1d-494b-8ea1-9559001dbf2e","SMTP:ForestParkWater@Compudata0365.onmicrosoft.com"
"compudata.com","dfecabf6-9f15-414f-ba8b-8418aee2ac66","SPO:SPO_a5b83de2-b01b-4e56-839d-7cc73af0a81c@SPO_c2466ba7-7890-4b1f-89ab-d78ec19a3278"
"compudata.com","dfecabf6-9f15-414f-ba8b-8418aee2ac66","SMTP:FPWater-AzureMigration@Compudata0365.onmicrosoft.com"
"compudata.com","d9bd234d-2f3c-4556-a2eb-fdbf5ab094a8","SPO:SPO_3e83a0a6-f7c6-426d-81b0-4b5228a4ed0a@SPO_c2466ba7-7890-4b1f-89ab-d78ec19a3278"
"compudata.com","d9bd234d-2f3c-4556-a2eb-fdbf5ab094a8","SMTP:GardenStateVet-Iselin@Compudata0365.onmicrosoft.com"
"compudata.com","c95ce32f-efb6-42ef-b0f9-136cc3a38b53","SPO:SPO_89619282-d94d-4f46-8d01-178230089660@SPO_c2466ba7-7890-4b1f-89ab-d78ec19a3278"
"compudata.com","c95ce32f-efb6-42ef-b0f9-136cc3a38b53","SMTP:GardenStateVet-SRX380TintonFalls@Compudata0365.onmicrosoft.com"
"compudata.com","cb341d4b-8c1c-4cde-a419-347ba513c81a","SPO:SPO_91b0dad1-db9b-476d-a7ef-67010359d102@SPO_c2466ba7-7890-4b1f-89ab-d78ec19a3278"
"compudata.com","cb341d4b-8c1c-4cde-a419-347ba513c81a","SMTP:GardenStateVet-StatenIsand@Compudata0365.onmicrosoft.com"
"compudata.com","9c152352-4f73-48de-b6c7-bbabb45025a4","SPO:SPO_ac5907e8-b19a-49a3-b175-889b63407182@SPO_c2466ba7-7890-4b1f-89ab-d78ec19a3278"
"compudata.com","9c152352-4f73-48de-b6c7-bbabb45025a4","SMTP:GardenStateVet-TintonFalls@Compudata0365.onmicrosoft.com"
"compudata.com","2bb1e3b3-3411-41da-9f38-9582c93d3cbe","SPO:SPO_0b14bd49-1098-4bdd-91f9-a7b8226590a9@SPO_c2466ba7-7890-4b1f-89ab-d78ec19a3278"
"compudata.com","2bb1e3b3-3411-41da-9f38-9582c93d3cbe","SMTP:GardenStateVetsEthosO-OMigration@Compudata0365.onmicrosoft.com"
"compudata.com","db4fdc3b-1467-4aa5-8cf5-a24e234658e1","SPO:SPO_c81b640b-8b17-4b15-8855-4a08df7c211e@SPO_c2466ba7-7890-4b1f-89ab-d78ec19a3278"
"compudata.com","db4fdc3b-1467-4aa5-8cf5-a24e234658e1","SMTP:GSVSEthosVet@Compudata0365.onmicrosoft.com"
"compudata.com","509e58a0-b4aa-4f98-9cb3-604101479248","SPO:SPO_6879b5a3-e6de-46db-88a1-5b1efa1c336e@SPO_c2466ba7-7890-4b1f-89ab-d78ec19a3278"
"compudata.com","509e58a0-b4aa-4f98-9cb3-604101479248","SMTP:HovertechBreakingPCsfromDomain@Compudata0365.onmicrosoft.com"
"compudata.com","ba92283d-d042-4acc-8f4d-814ea59e7a04","SPO:SPO_54dfcd2e-2860-4a4e-9287-c8e2d16cde60@SPO_c2466ba7-7890-4b1f-89ab-d78ec19a3278"
"compudata.com","ba92283d-d042-4acc-8f4d-814ea59e7a04","SMTP:HovertechWi-FiEverywhereSupport@Compudata0365.onmicrosoft.com"
"compudata.com","29decfe6-bdb3-48c2-8301-26a38af206f7","SPO:SPO_9002facd-4057-44a3-85c7-3b9a35828100@SPO_c2466ba7-7890-4b1f-89ab-d78ec19a3278"
"compudata.com","29decfe6-bdb3-48c2-8301-26a38af206f7","SMTP:HovertechWi-FiEverywhereSupport574@Compudata0365.onmicrosoft.com"
"compudata.com","89059345-3476-4c85-98d8-42cc6ea2ef24","SPO:SPO_56647ef2-3864-4548-a8b1-fdb17af383f4@SPO_c2466ba7-7890-4b1f-89ab-d78ec19a3278"
"compudata.com","89059345-3476-4c85-98d8-42cc6ea2ef24","SMTP:IncidentResponseChangeManagement@Compudata0365.onmicrosoft.com"
"compudata.com","1fb78d4c-7ba8-4830-a822-a21eed0cb380","SPO:SPO_954805eb-b62c-4dac-962a-43243af31a87@SPO_c2466ba7-7890-4b1f-89ab-d78ec19a3278"
"compudata.com","1fb78d4c-7ba8-4830-a822-a21eed0cb380","SMTP:InternalProjects@Compudata0365.onmicrosoft.com"
"compudata.com","551f555e-33fe-45e4-a388-bdfe9fec76b5","SPO:SPO_88bc81c6-7521-4b86-a5fa-f7d6f22cbc15@SPO_c2466ba7-7890-4b1f-89ab-d78ec19a3278"
"compudata.com","551f555e-33fe-45e4-a388-bdfe9fec76b5","SMTP:ItemMaster@Compudata0365.onmicrosoft.com"
"compudata.com","159bc62c-5e87-4fd7-b24f-3188f8f6b36f","SPO:SPO_5acb30d0-a4a1-4b09-bb90-b5642e21f876@SPO_c2466ba7-7890-4b1f-89ab-d78ec19a3278"
"compudata.com","159bc62c-5e87-4fd7-b24f-3188f8f6b36f","SMTP:JASteer-SteerIMAPtoOffice365@Compudata0365.onmicrosoft.com"
"compudata.com","cc22cb48-9d19-435a-9267-b09c0a62a6be","SPO:SPO_cf773faa-1323-4cb7-8d1b-5e375a708af3@SPO_c2466ba7-7890-4b1f-89ab-d78ec19a3278"
"compudata.com","cc22cb48-9d19-435a-9267-b09c0a62a6be","SMTP:LandscapeSupply@Compudata0365.onmicrosoft.com"
"compudata.com","d21afba1-5223-4504-8794-c42108855d11","SPO:SPO_1d81c016-4f4a-4448-ad24-aac95213d6a1@SPO_c2466ba7-7890-4b1f-89ab-d78ec19a3278"
"compudata.com","d21afba1-5223-4504-8794-c42108855d11","SMTP:SystemsLT@Compudata0365.onmicrosoft.com"
"compudata.com","fd5228f2-a173-4df8-ac72-6f520ef237f5","SPO:SPO_d2d8d968-bae7-45b4-a4d7-073426e3c143@SPO_c2466ba7-7890-4b1f-89ab-d78ec19a3278"
"compudata.com","fd5228f2-a173-4df8-ac72-6f520ef237f5","SMTP:MarketingGroup@Compudata0365.onmicrosoft.com"
"compudata.com","994fc5c3-f412-4e70-a40b-ca1e15d22019","SPO:SPO_9d7f730f-f3ac-4de6-a22d-40f57e582a3f@SPO_c2466ba7-7890-4b1f-89ab-d78ec19a3278"
"compudata.com","994fc5c3-f412-4e70-a40b-ca1e15d22019","SMTP:MarketingUpdateFeed@Compudata0365.onmicrosoft.com"
"compudata.com","57eb97b1-2e15-4ebd-b27a-946f82574906","SPO:SPO_38228e7d-79bd-403f-8f61-9961260caa33@SPO_c2466ba7-7890-4b1f-89ab-d78ec19a3278"
"compudata.com","57eb97b1-2e15-4ebd-b27a-946f82574906","SMTP:MarmicFireandSafety-SageCloud@Compudata0365.onmicrosoft.com"
"compudata.com","ab66a327-917e-42d0-8a06-25c7223a3c96","SPO:SPO_df926ccc-180d-4b48-bc04-8d4abff8965f@SPO_c2466ba7-7890-4b1f-89ab-d78ec19a3278"
"compudata.com","ab66a327-917e-42d0-8a06-25c7223a3c96","SMTP:MaterialConceptsSageandCloud@Compudata0365.onmicrosoft.com"
"compudata.com","26d909a1-4af9-4106-b93f-c35a8fe6ba5e","SPO:SPO_d496f524-5742-4344-b269-125763eb9a19@SPO_c2466ba7-7890-4b1f-89ab-d78ec19a3278"
"compudata.com","26d909a1-4af9-4106-b93f-c35a8fe6ba5e","SMTP:McleanPackaging@Compudata0365.onmicrosoft.com"
"compudata.com","06be9e1b-c0a8-4542-9d89-5804b04bcc93","SPO:SPO_c0ab4806-5e97-4645-a93a-09c78901381b@SPO_c2466ba7-7890-4b1f-89ab-d78ec19a3278"
"compudata.com","06be9e1b-c0a8-4542-9d89-5804b04bcc93","SMTP:McLeanManagedServices@Compudata0365.onmicrosoft.com"
"compudata.com","0b056a11-63f1-44fc-bb82-97a0415a3670","SPO:SPO_e5ae31bf-48db-4cb5-afa0-f5367dcb287f@SPO_c2466ba7-7890-4b1f-89ab-d78ec19a3278"
"compudata.com","0b056a11-63f1-44fc-bb82-97a0415a3670","SMTP:MonthlyBilling@Compudata0365.onmicrosoft.com"
"compudata.com","1cb776b3-97f7-498d-8c24-d678799358d3","SPO:SPO_ee7a571e-8039-4f07-b820-32ec9855aa22@SPO_c2466ba7-7890-4b1f-89ab-d78ec19a3278"
"compudata.com","1cb776b3-97f7-498d-8c24-d678799358d3","SMTP:MonthlyContracts@Compudata0365.onmicrosoft.com"
"compudata.com","a87187b6-fcbe-4c5e-8d9a-ccd3f4b52b8e","SPO:SPO_6c52e9ea-5ab1-480f-a780-4f1b42da7de4@SPO_c2466ba7-7890-4b1f-89ab-d78ec19a3278"
"compudata.com","a87187b6-fcbe-4c5e-8d9a-ccd3f4b52b8e","SMTP:MSPonboardingtemplate@Compudata0365.onmicrosoft.com"
"compudata.com","1860281a-82ff-40c1-9a13-4d72f7a29a43","SPO:SPO_7467773c-b5ec-4198-821b-6b17e5a411a2@SPO_c2466ba7-7890-4b1f-89ab-d78ec19a3278"
"compudata.com","1860281a-82ff-40c1-9a13-4d72f7a29a43","SMTP:NewCustomerOnBoarding1@Compudata0365.onmicrosoft.com"
"compudata.com","723528e5-043f-4390-b675-37d89731969e","SPO:SPO_8feac6c1-26ce-4f02-9e98-13a2e450a76f@SPO_c2466ba7-7890-4b1f-89ab-d78ec19a3278"
"compudata.com","723528e5-043f-4390-b675-37d89731969e","SMTP:NexusBarracuda@Compudata0365.onmicrosoft.com"
"compudata.com","56fd7ff4-6276-45a4-8d12-f70cae205508","SPO:SPO_b30afcb1-3da0-4729-bf98-de24b343a57c@SPO_c2466ba7-7890-4b1f-89ab-d78ec19a3278"
"compudata.com","56fd7ff4-6276-45a4-8d12-f70cae205508","SMTP:OnboardProjects@Compudata0365.onmicrosoft.com"
"compudata.com","dd3ba325-dc86-4e83-9148-ae9b30cd8ce6","SPO:SPO_b2d778a9-162f-4d4a-b152-d188d6f5c18b@SPO_c2466ba7-7890-4b1f-89ab-d78ec19a3278"
"compudata.com","dd3ba325-dc86-4e83-9148-ae9b30cd8ce6","SMTP:OrderStatus-Test@Compudata0365.onmicrosoft.com"
"compudata.com","b346c521-bbac-4c40-bf2b-e77fd28ed815","SPO:SPO_71600397-bae1-4a07-8a71-061aefe16214@SPO_c2466ba7-7890-4b1f-89ab-d78ec19a3278"
"compudata.com","b346c521-bbac-4c40-bf2b-e77fd28ed815","SMTP:PASteel-NewJuniper3400forBensalem@Compudata0365.onmicrosoft.com"
